Ano;Homicídio Doloso por 100 mil habitantes;Furto por 100 mil habitantes;Roubo por 100 mil habitantes;Furto e Roubo de Veículo por 100 mil habitantes;Furto por 100 mil veículos;Roubo por 100 mil veículos;Furto e Roubo de Veículo por 100 mil veículos;Cidade;Regiao
2011;11,17;947,86;804,77;778,54;466,26;784,6;1.250,86;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2012;10,32;1.122,74;703,87;717,93;490,57;601,83;1.092,39;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2013;9,73;1.147,89;738,92;847,02;491,6;741,7;1.233,30;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2014;8,52;834,78;956,78;814,93;500,23;650,8;1.151,03;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2015;6,32;902,13;1.025,70;618,48;392,29;470,75;863,04;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2016;7,04;821,58;945,02;639,06;387,19;499,11;886,3;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2017;6,5;827,99;870,39;524,48;330,9;390,03;720,94;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2018;4,7;691,05;843,62;507,68;344,65;347,69;692,34;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2019;4,3;809,21;790,67;495,77;368,01;298,37;666,37;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
2020;5;593,38;622,76;322,96;238,27;194,93;433,2;São Bernardo do Campo;Grande São Paulo (exclui a Capital)
1999;12,01;990,72;929,95;2.215,34;-;-;-;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2000;12,84;1.065,42;814,39;1.573,16;-;-;-;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2001;14,17;1.323,27;842,98;1.907,68;2.044,01;1.201,58;3.245,60;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2002;7,75;1.423,88;809,83;1.554,86;1.401,11;1.151,41;2.552,51;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2003;9,1;1.546,71;878,33;1.151,28;1.151,80;714,91;1.866,71;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2004;4,87;1.393,37;890,42;1.199,29;1.067,82;824,19;1.892,01;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2005;2,07;1.173,89;900,81;1.798,86;1.519,25;1.241,29;2.760,54;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2006;4,81;1.145,17;783,14;1.501,70;1.402,75;835,51;2.238,26;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2007;1,37;1.111,74;708,84;1.199,15;891,52;823,17;1.714,69;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2008;2,72;1.316,95;845,84;1.107,87;679,53;833,43;1.512,96;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2009;4,72;1.333,13;1.008,62;1.228,55;700,98;910,74;1.611,72;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2010;2,01;1.160,30;886,15;1.187,79;609,03;885,7;1.494,73;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2011;2,01;1.283,89;905,21;1.113,95;727,94;603,95;1.331,89;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2012;2,67;1.173,95;707,17;958,26;580,25;509,62;1.089,86;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2013;2,67;1.168,39;792,48;1.075,75;628,42;556,47;1.184,89;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2014;2,66;1.146,23;753,07;995,88;660,79;422,68;1.083,47;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2015;3,32;946,85;631,45;617,51;400,54;268,22;668,76;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2016;2,65;871,75;612,35;524,77;336,43;229,77;566,21;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2017;1,99;816,65;527,64;499,8;338,44;196,54;534,98;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2018;0;855,1;481,16;515,81;352,42;200,38;552,81;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2019;3,26;1.009,76;568,36;406,25;308,86;114,72;423,58;São Caetano do Sul;Grande São Paulo (exclui a Capital)
2020;1,3;644,46;416,24;264,53;200,39;77,7;278,09;São Caetano do Sul;Grande São Paulo (exclui a Capital)
;;;;;;;;São Lourenço da Serra;Grande São Paulo (exclui a Capital)
1999;35,58;784,61;494,95;378,62;-;-;-;Suzano;Grande São Paulo (exclui a Capital)
2000;38,21;888,13;443,19;361,93;-;-;-;Suzano;Grande São Paulo (exclui a Capital)
2001;35,38;936,68;402,54;380,97;1.342,95;924,4;2.267,36;Suzano;Grande São Paulo (exclui a Capital)
2002;33,99;948,65;378,53;331,79;1.030,81;794,73;1.825,53;Suzano;Grande São Paulo (exclui a Capital)
2003;33,47;1.226,22;455,6;325,48;917,75;754,4;1.672,15;Suzano;Grande São Paulo (exclui a Capital)
2004;28,44;1.117,64;443,43;331,33;924,47;673,97;1.598,44;Suzano;Grande São Paulo (exclui a Capital)
2005;22,74;1.030,11;401,97;343,1;983,83;590,67;1.574,50;Suzano;Grande São Paulo (exclui a Capital)
2006;23,62;1.000,23;317,53;410,02;1.105,89;658,02;1.763,91;Suzano;Grande São Paulo (exclui a Capital)
2007;22,14;975,34;372,42;345,54;833,66;533,35;1.367,01;Suzano;Grande São Paulo (exclui a Capital)
2008;21,09;797,51;319,47;264,41;578,19;388,32;966,51;Suzano;Grande São Paulo (exclui a Capital)
2009;20,08;770,97;553,23;373,32;866,34;416,58;1.282,92;Suzano;Grande São Paulo (exclui a Capital)
2010;14,49;628,96;411,55;337,94;675,81;401,11;1.076,92;Suzano;Grande São Paulo (exclui a Capital)
2011;9,81;813,43;483,68;353,52;529,25;512,57;1.041,82;Suzano;Grande São Paulo (exclui a Capital)
2012;12,32;920,31;434,78;449,33;570,5;660,47;1.230,97;Suzano;Grande São Paulo (exclui a Capital)
2013;12,55;1.035,86;637,17;502,79;585,64;694,68;1.280,32;Suzano;Grande São Paulo (exclui a Capital)
2014;10,59;842,05;753,69;635,74;667,26;859,28;1.526,54;Suzano;Grande São Paulo (exclui a Capital)
2015;14,81;736,49;776,95;606,1;761,39;634,91;1.396,30;Suzano;Grande São Paulo (exclui a Capital)
2016;10,01;766,38;833,97;523,91;635,18;525,09;1.160,28;Suzano;Grande São Paulo (exclui a Capital)
2017;13,1;866,77;871,73;573,24;690,66;536,76;1.227,42;Suzano;Grande São Paulo (exclui a Capital)
2018;8,37;814,73;660,16;573,97;664,38;539,26;1.203,64;Suzano;Grande São Paulo (exclui a Capital)
2019;7,25;824,88;549,46;441,78;542,58;345,53;888,11;Suzano;Grande São Paulo (exclui a Capital)
2020;7,17;663,42;556,55;352,37;353,61;336,23;689,84;Suzano;Grande São Paulo (exclui a Capital)
1999;48,94;547,16;671,58;754,36;-;-;-;Taboão da Serra;Grande São Paulo (exclui a Capital)
2000;40,6;492,22;615,53;781,47;-;-;-;Taboão da Serra;Grande São Paulo (exclui a Capital)
2001;61,81;574,56;694,22;667,52;1.981,81;2.404,16;4.385,97;Taboão da Serra;Grande São Paulo (exclui a Capital)
2002;50,22;646,06;663,93;640,75;1.965,04;2.034,36;3.999,40;Taboão da Serra;Grande São Paulo (exclui a Capital)
2003;40,1;720,41;693,99;572,74;1.507,72;1.838,48;3.346,20;Taboão da Serra;Grande São Paulo (exclui a Capital)
2004;17,07;724,75;718,76;536,99;1.435,55;1.527,18;2.962,74;Taboão da Serra;Grande São Paulo (exclui a Capital)
2005;19,87;813,11;651,94;531,84;1.388,89;1.365,51;2.754,40;Taboão da Serra;Grande São Paulo (exclui a Capital)
2006;9,73;636,11;672,39;406,97;1.028,25;902,34;1.930,58;Taboão da Serra;Grande São Paulo (exclui a Capital)
2007;9,55;789,65;805,27;516,31;1.197,30;987,95;2.185,25;Taboão da Serra;Grande São Paulo (exclui a Capital)
2008;14,47;705,62;936,71;464,74;1.056,73;724,06;1.780,79;Taboão da Serra;Grande São Paulo (exclui a Capital)
2009;8,77;590,09;884,93;542,07;964,04;940,56;1.904,59;Taboão da Serra;Grande São Paulo (exclui a Capital)
2010;10,65;577,23;960,28;616,97;1.019,70;895,09;1.914,79;Taboão da Serra;Grande São Paulo (exclui a Capital)
2011;9,68;686,53;975,97;704,27;825,66;1.097,58;1.923,25;Taboão da Serra;Grande São Paulo (exclui a Capital)
2012;16,66;693,8;866,76;666,83;674,46;952,18;1.626,64;Taboão da Serra;Grande São Paulo (exclui a Capital)
2013;7,81;626,9;933,32;605,43;511,61;863,62;1.375,23;Taboão da Serra;Grande São Paulo (exclui a Capital)
2014;9,6;611,5;1.100,46;581,54;576,55;703,36;1.279,91;Taboão da Serra;Grande São Paulo (exclui a Capital)
2015;8,32;585,09;947,94;422,19;499,43;422,66;922,09;Taboão da Serra;Grande São Paulo (exclui a Capital)
2016;7,08;642,88;1.067,36;412,19;405,39;484,21;889,6;Taboão da Serra;Grande São Paulo (exclui a Capital)
2017;6,98;588,32;869,44;399,44;415,65;435,22;850,87;Taboão da Serra;Grande São Paulo (exclui a Capital)
2018;7,2;550,15;917,15;378,88;422,67;382,16;804,84;Taboão da Serra;Grande São Paulo (exclui a Capital)
2019;4,25;622,05;864,7;331,92;405,62;286,67;692,29;Taboão da Serra;Grande São Paulo (exclui a Capital)
2020;3,14;442,68;717,57;248,03;325,49;189,93;515,43;Taboão da Serra;Grande São Paulo (exclui a Capital)
;;;;;;;;Vargem Grande Paulista;Grande São Paulo (exclui a Capital)
;;;;;;;;Aparecida;São José dos Campos
;;;;;;;;Arapeí;São José dos Campos
;;;;;;;;Areias;São José dos Campos
;;;;;;;;Bananal;São José dos Campos
;;;;;;;;Caçapava;São José dos Campos
;;;;;;;;Cachoeira Paulista;São José dos Campos
;;;;;;;;Campos do Jordão;São José dos Campos
;;;;;;;;Canas;São José dos Campos
1999;19,96;894,94;184,21;119,73;-;-;-;Caraguatatuba;São José dos Campos
2000;23,53;952,81;174,48;133,31;-;-;-;Caraguatatuba;São José dos Campos
2001;13,19;1.005,54;194,04;114,92;1.471,76;145,85;1.617,61;Caraguatatuba;São José dos Campos
2002;18,57;1.025,66;181,21;73,39;753,9;192,86;946,76;Caraguatatuba;São José dos Campos
2003;27,02;1.232,14;261,07;63,2;590,59;195,06;785,65;Caraguatatuba;São José dos Campos
2004;10,9;1.086,30;249,55;55,78;571,77;95,3;667,07;Caraguatatuba;São José dos Campos
2005;17,36;1.030,27;269,27;80,74;818,76;106,39;925,16;Caraguatatuba;São José dos Campos
2006;23,71;760,92;173,32;77,34;722,62;118,32;840,94;Caraguatatuba;São José dos Campos
2007;10,1;717,36;137,71;67,36;629,81;65,69;695,49;Caraguatatuba;São José dos Campos
2008;14,78;691,56;133,34;52,25;409,82;93,77;503,59;Caraguatatuba;São José dos Campos
2009;11,1;687,68;164,81;39,9;287,61;68,04;355,64;Caraguatatuba;São José dos Campos
2010;11,02;601,93;131,94;37,41;231,79;70,08;301,86;Caraguatatuba;São José dos Campos
2011;13,53;667,97;124,7;54,78;338,29;63,87;402,17;Caraguatatuba;São José dos Campos
2012;9,34;578,53;114,93;46,04;236,97;68,32;305,29;Caraguatatuba;São José dos Campos
2013;9,56;517,69;146,55;87;478,41;74,51;552,92;Caraguatatuba;São José dos Campos
2014;9,6;483,44;164,45;70,22;378,1;49,32;427,42;Caraguatatuba;São José dos Campos
2015;10,51;397,22;184,3;58,42;292,13;53,59;345,72;Caraguatatuba;São José dos Campos
2016;7,12;547,6;263,41;63,22;281,23;83,88;365,11;Caraguatatuba;São José dos Campos
2017;6,67;526,97;218,07;52,5;263,32;34,69;298,01;Caraguatatuba;São José dos Campos
2018;5,39;546,75;172,09;50,17;228,97;51,22;280,18;Caraguatatuba;São José dos Campos
2019;6,58;446,2;120,5;39,2;181,72;31,48;213,2;Caraguatatuba;São José dos Campos
2020;6,42;343,81;72,15;24,39;115,39;15,11;130,51;Caraguatatuba;São José dos Campos
;;;;;;;;Cruzeiro;São José dos Campos
;;;;;;;;Cunha;São José dos Campos
1999;14,61;790,92;150,98;76,95;-;-;-;Guaratinguetá;São José dos Campos
2000;11,55;783,4;138,59;51,97;-;-;-;Guaratinguetá;São José dos Campos
2001;11,41;1.122,25;205,43;106,52;293,42;102,52;395,94;Guaratinguetá;São José dos Campos
2002;13,19;1.165,72;226,17;97,06;300,28;47,24;347,52;Guaratinguetá;São José dos Campos
2003;2,81;1.586,00;272,13;111,28;322,02;61,18;383,2;Guaratinguetá;São José dos Campos
2004;23,21;1.894,05;365,81;104,92;245,63;105,71;351,35;Guaratinguetá;São José dos Campos
2005;11,06;1.771,27;353,88;152,06;425,42;62,04;487,46;Guaratinguetá;São José dos Campos
2006;11,9;1.528,24;323,04;147,33;377,82;62,97;440,79;Guaratinguetá;São José dos Campos
2007;10,91;1.375,41;336,35;177,27;432,92;57,89;490,81;Guaratinguetá;São José dos Campos
2008;9,03;1.299,82;345,96;143,62;309,19;60,44;369,63;Guaratinguetá;São José dos Campos
2009;20,66;1.245,68;446,36;182,32;359,42;77,48;436,9;Guaratinguetá;São José dos Campos
2010;20,53;1.224,96;534,8;224,99;384,07;122,66;506,73;Guaratinguetá;São José dos Campos
2011;16,86;1.142,13;393,13;176,6;222,84;152,97;375,81;Guaratinguetá;São José dos Campos
2012;25,58;1.201,40;360,77;164,07;226,91;100,26;327,17;Guaratinguetá;São José dos Campos
2013;15,78;1.026,68;267,41;141,16;179,91;88,29;268,2;Guaratinguetá;São José dos Campos
2014;25,27;806,1;295,42;89,76;107,67;55,42;163,09;Guaratinguetá;São José dos Campos
2015;14,73;848,02;297,97;97,02;129,7;41,2;170,9;Guaratinguetá;São José dos Campos
2016;18,1;912,77;322,36;74,99;94,41;33,93;128,34;Guaratinguetá;São José dos Campos
2017;17,15;891,96;407,39;125,22;151,01;56,99;208;Guaratinguetá;São José dos Campos
2018;32,32;779,91;280,67;107,16;93,79;80;173,79;Guaratinguetá;São José dos Campos
2019;15,22;814,15;212,2;74,4;84,71;31,76;116,47;Guaratinguetá;São José dos Campos
2020;21,85;666,44;193,29;75,64;83,84;32,25;116,09;Guaratinguetá;São José dos Campos
;;;;;;;;Igaratá;São José dos Campos
;;;;;;;;Ilhabela;São José dos Campos
1999;37,78;939,23;932,32;522,03;-;-;-;Jacareí;São José dos Campos
2000;43,44;902,78;775,6;474,15;-;-;-;Jacareí;São José dos Campos
2001;29,48;954,36;588,13;424,16;1.078,22;472,9;1.551,12;Jacareí;São José dos Campos
2002;49,61;1.183,90;458,73;376,39;925,58;379,45;1.305,03;Jacareí;São José dos Campos
2003;31,88;1.301,18;519,76;294,55;616,3;374,54;990,84;Jacareí;São José dos Campos
2004;36,08;1.329,34;431,92;316,68;665,19;365,2;1.030,39;Jacareí;São José dos Campos
2005;18,35;1.102,49;455,28;377,91;692;485,02;1.177,02;Jacareí;São José dos Campos
2006;7,86;1.099,76;470,34;273,96;501,37;314,27;815,63;Jacareí;São José dos Campos
2007;16,05;1.211,75;449;241,28;418,25;257,49;675,74;Jacareí;São José dos Campos
2008;13,5;1.015,48;457,11;334,64;564,69;306,19;870,87;Jacareí;São José dos Campos
2009;14,34;1.149,53;579,78;400,54;578,37;389,04;967,41;Jacareí;São José dos Campos
2010;16,11;1.023,98;491,85;468,16;670,6;372,79;1.043,38;Jacareí;São José dos Campos
2011;15,04;1.240,00;587,35;444,03;571,25;356,3;927,55;Jacareí;São José dos Campos
2012;26,56;1.186,29;613,65;536,77;593,63;471,57;1.065,20;Jacareí;São José dos Campos
2013;27,72;1.036,35;574,78;486,06;492,69;429,57;922,27;Jacareí;São José dos Campos
2014;17,41;1.018,51;658,39;554,38;489,98;523,49;1.013,47;Jacareí;São José dos Campos
2015;15,45;894,58;558,83;350,29;379,77;241,89;621,65;Jacareí;São José dos Campos
2016;19,85;952,4;551,77;389,35;416,27;258,99;675,26;Jacareí;São José dos Campos
2017;12,54;875,42;460,56;405,9;496,85;192,5;689,35;Jacareí;São José dos Campos
2018;16,39;865,32;378,38;406,74;446,65;229,96;676,61;Jacareí;São José dos Campos
2019;14,94;814,29;351,11;291,79;285,8;183,93;469,73;Jacareí;São José dos Campos
2020;14,82;574,92;223,6;220,55;240,64;107,26;347,9;Jacareí;São José dos Campos
;;;;;;;;Jambeiro;São José dos Campos
;;;;;;;;Lagoinha;São José dos Campos
;;;;;;;;Lavrinhas;São José dos Campos
;;;;;;;;Lorena;São José dos Campos
;;;;;;;;Monteiro Lobato;São José dos Campos
;;;;;;;;Natividade da Serra;São José dos Campos
;;;;;;;;Paraibuna;São José dos Campos
1999;13,87;1.243,55;364,74;177,07;-;-;-;Pindamonhangaba;São José dos Campos
2000;15,14;1.382,76;362,62;160,99;-;-;-;Pindamonhangaba;São José dos Campos
2001;13,26;1.654,84;400,06;170,01;505,73;244,26;749,99;Pindamonhangaba;São José dos Campos
2002;14,56;1.540,51;340,29;192,37;596,87;212,94;809,81;Pindamonhangaba;São José dos Campos
2003;14,33;1.831,36;521,74;164,36;510,13;151,82;661,95;Pindamonhangaba;São José dos Campos
2004;8,16;1.448,04;384,26;196,58;545,49;215,33;760,82;Pindamonhangaba;São José dos Campos
2005;10,95;1.518,92;391,42;189,87;541,2;158,86;700,05;Pindamonhangaba;São José dos Campos
2006;5,76;1.529,40;311,64;195,04;586,53;95,66;682,19;Pindamonhangaba;São José dos Campos
2007;6,39;1.254,96;357,75;164,68;412,98;119,3;532,28;Pindamonhangaba;São José dos Campos
2008;7,7;1.138,39;352,16;125,32;308,02;59,55;367,57;Pindamonhangaba;São José dos Campos
2009;10,36;1.215,85;440,74;156,13;311,84;105,18;417,02;Pindamonhangaba;São José dos Campos
2010;12,26;1.106,90;653,92;154,62;236,63;141,64;378,27;Pindamonhangaba;São José dos Campos
2011;13,46;1.106,38;421,96;261,79;401,24;189,98;591,22;Pindamonhangaba;São José dos Campos
2012;11,97;1.047,87;524,6;183,51;229,14;156,49;385,63;Pindamonhangaba;São José dos Campos
2013;15,77;852,66;516,32;182,62;226,49;137,46;363,95;Pindamonhangaba;São José dos Campos
2014;25,31;891,73;506,87;190,16;205,29;159,25;364,54;Pindamonhangaba;São José dos Campos
2015;17,95;847,67;431,53;166,07;197,04;114,14;311,19;Pindamonhangaba;São José dos Campos
2016;20,32;1.073,30;473,77;154,96;178,93;106,42;285,35;Pindamonhangaba;São José dos Campos
2017;13,84;1.017,78;460,45;187,45;176,48;160,64;337,12;Pindamonhangaba;São José dos Campos
2018;10,51;740,64;348,06;165,07;189,68;101,38;291,06;Pindamonhangaba;São José dos Campos
2019;9,16;846,78;309,14;151,52;165;93,99;258,99;Pindamonhangaba;São José dos Campos
2020;16,3;603,84;190,81;120,16;131,44;71,32;202,77;Pindamonhangaba;São José dos Campos
;;;;;;;;Piquete;São José dos Campos
;;;;;;;;Potim;São José dos Campos
;;;;;;;;Queluz;São José dos Campos
;;;;;;;;Redenção da Serra;São José dos Campos
;;;;;;;;Roseira;São José dos Campos
;;;;;;;;Santa Branca;São José dos Campos
;;;;;;;;Santo Antônio do Pinhal;São José dos Campos
;;;;;;;;São Bento do Sapucaí;São José dos Campos
;;;;;;;;São José do Barreiro;São José dos Campos
1999;47,85;870,79;573,62;474,32;-;-;-;São José dos Campos;São José dos Campos
2000;48,71;957,24;564,79;604,76;-;-;-;São José dos Campos;São José dos Campos
2001;42,15;840,37;535,5;567,79;1.078,91;744,86;1.823,77;São José dos Campos;São José dos Campos
2002;33,37;853,89;513,34;464,89;921,39;515,89;1.437,27;São José dos Campos;São José dos Campos
2003;30,9;951,67;586,89;484,13;897,01;546,42;1.443,42;São José dos Campos;São José dos Campos
2004;24,16;1.037,13;502,84;493,97;912,36;518,62;1.430,98;São José dos Campos;São José dos Campos
2005;14,55;1.164,96;593,69;548,85;928,1;590,48;1.518,58;São José dos Campos;São José dos Campos
2006;14,5;1.124,31;569,74;519,68;838,23;513,37;1.351,60;São José dos Campos;São José dos Campos
2007;11,63;1.080,56;561,46;400;621,87;349,25;971,11;São José dos Campos;São José dos Campos
2008;9,33;931,98;523,37;453,14;651,54;365,64;1.017,19;São José dos Campos;São José dos Campos
2009;11,13;959,56;620,72;441,14;565,3;359,61;924,91;São José dos Campos;São José dos Campos
2010;8,74;973,76;562,54;401,05;499,65;291,2;790,84;São José dos Campos;São José dos Campos
2011;9,72;944,84;546,92;448,42;495,46;342,72;838,18;São José dos Campos;São José dos Campos
2012;10,21;929,68;466,15;441,86;512,42;279,23;791,65;São José dos Campos;São José dos Campos
2013;9,93;892,91;438,59;443,93;494,53;272,19;766,73;São José dos Campos;São José dos Campos
2014;8,29;797,58;481,59;448,44;459,48;296;755,48;São José dos Campos;São José dos Campos
2015;9,52;802,76;514,6;422,12;486,86;214,05;700,92;São José dos Campos;São José dos Campos
2016;10,88;937,64;625,58;473,38;572,05;206,24;778,29;São José dos Campos;São José dos Campos
2017;6,69;903,65;456,41;473,86;588,04;181,99;770,02;São José dos Campos;São José dos Campos
2018;5,58;814,47;407,23;415,25;506,27;163,22;669,48;São José dos Campos;São José dos Campos
2019;4,95;724,88;311,95;319,31;403,7;101,04;504,74;São José dos Campos;São José dos Campos
2020;5,17;562,2;252,68;176,27;217,18;60,79;277,97;São José dos Campos;São José dos Campos
;;;;;;;;São Luís do Paraitinga;São José dos Campos
1999;26,65;1.327,20;137,33;120,93;-;-;-;São Sebastião;São José dos Campos
2000;31,41;1.453,73;193,37;114,85;-;-;-;São Sebastião;São José dos Campos
2001;27,59;1.084,68;246,43;58,04;570,73;111,91;682,63;São Sebastião;São José dos Campos
2002;32,35;1.256,03;194,09;93,35;864,32;150,75;1.015,08;São Sebastião;São José dos Campos
2003;31,45;1.451,00;241,68;98,83;841,92;143,31;985,22;São Sebastião;São José dos Campos
2004;30,59;1.429,98;286,69;73,42;514,87;171,62;686,5;São Sebastião;São José dos Campos
2005;26,36;1.305,16;353,71;119,89;840,01;256,67;1.096,68;São Sebastião;São José dos Campos
2006;21,51;1.140,77;284,57;100,92;705,49;172,77;878,27;São Sebastião;São José dos Campos
2007;14,5;1.020,39;181,21;82,15;606,95;73,37;680,32;São Sebastião;São José dos Campos
2008;11,76;1.015,54;152,92;58,03;409,51;42,78;452,3;São Sebastião;São José dos Campos
2009;12,22;1.115,21;253,6;56,52;367,14;38,36;405,5;São Sebastião;São José dos Campos
2010;14,14;1.146,05;223,26;41,67;242,08;29,05;271,13;São Sebastião;São José dos Campos
2011;10,9;1.208,01;186,69;30,51;159,75;21,59;181,34;São Sebastião;São José dos Campos
2012;7,17;1.276,32;185,71;62,38;290,85;51,09;341,94;São Sebastião;São José dos Campos
2013;11,18;1.150,68;220,77;82,44;379,98;47,05;427,03;São Sebastião;São José dos Campos
2014;17,1;974,57;231,84;58,13;222,84;59,87;282,71;São Sebastião;São José dos Campos
2015;14,73;893,31;195,54;59,6;230,07;50,43;280,49;São Sebastião;São José dos Campos
2016;17,08;858,76;259,53;57,16;214,96;44,78;259,74;São Sebastião;São José dos Campos
2017;9,67;695,78;186,36;49,01;171,97;45,86;217,83;São Sebastião;São José dos Campos
2018;6,93;654,79;122,14;54,15;223,47;13,79;237,26;São Sebastião;São José dos Campos
2019;7,41;593,27;119,77;22,22;89,23;5,25;94,48;São Sebastião;São José dos Campos
2020;3,63;512,91;61,77;21,8;78,82;12,71;91,54;São Sebastião;São José dos Campos
;;;;;;;;Silveiras;São José dos Campos
1999;14,62;1.195,74;327,44;81,44;-;-;-;Taubaté;São José dos Campos
2000;16,82;1.153,35;338,09;249,05;-;-;-;Taubaté;São José dos Campos
2001;17,37;1.420,65;355,06;313,86;760,36;192,54;952,91;Taubaté;São José dos Campos
2002;13,14;1.455,20;324,09;308,56;714,86;183,06;897,92;Taubaté;São José dos Campos
2003;12,96;1.559,57;389,5;332,96;691,78;249,84;941,63;Taubaté;São José dos Campos
2004;13,94;1.576,80;478,34;340,84;664,31;257,76;922,06;Taubaté;São José dos Campos
2005;10,7;1.723,93;553,37;424,58;808,47;285,57;1.094,04;Taubaté;São José dos Campos
2006;13,96;1.695,73;586,62;457,6;767,85;339,65;1.107,50;Taubaté;São José dos Campos
2007;9,69;1.731,26;517,96;289,91;493,07;154,92;647,99;Taubaté;São José dos Campos
2008;12,52;1.542,26;494,08;353,81;567,19;161,51;728,7;Taubaté;São José dos Campos
2009;17,82;1.733,92;535,05;436,48;629,23;208,81;838,04;Taubaté;São José dos Campos
2010;16,17;1.368,64;477,77;351,68;464,06;165,18;629,24;Taubaté;São José dos Campos
2011;20,61;1.280,42;442,09;475,49;519,7;283,26;802,96;Taubaté;São José dos Campos
2012;21,45;1.311,70;537,55;492,19;464,16;325,42;789,57;Taubaté;São José dos Campos
2013;18,78;1.256,26;569,7;393,01;375,93;230,93;606,86;Taubaté;São José dos Campos
2014;15,14;1.295,10;560,5;295,56;259,06;184,23;443,3;Taubaté;São José dos Campos
2015;16,34;1.173,32;511,94;255,63;241,56;134,03;375,59;Taubaté;São José dos Campos
2016;17,54;1.024,12;436,16;271,55;304,33;90,81;395,14;Taubaté;São José dos Campos
2017;13,71;1.121,21;415,86;244,7;268,49;83,09;351,58;Taubaté;São José dos Campos
2018;13,18;981,07;374,9;247,41;266,55;83,41;349,96;Taubaté;São José dos Campos
2019;11,41;966,81;314,88;213,51;219,04;76,78;295,82;Taubaté;São José dos Campos
2020;9,68;691,25;195,15;126,12;116,26;58,58;174,83;Taubaté;São José dos Campos
;;;;;;;;Tremembé;São José dos Campos
1999;11,58;1.206,34;183,53;95,33;-;-;-;Ubatuba;São José dos Campos
2000;24,97;1.512,84;181,68;86,1;-;-;-;Ubatuba;São José dos Campos
2001;10,88;1.581,19;196,6;72,79;636,17;177,75;813,92;Ubatuba;São José dos Campos
2002;15,51;1.615,77;233,51;58,79;488,33;107,6;595,93;Ubatuba;São José dos Campos
2003;18,33;1.897,84;290,93;63,77;458,89;142,93;601,82;Ubatuba;São José dos Campos
2004;13,24;1.588,36;303,66;45,16;295,57;103,11;398,68;Ubatuba;São José dos Campos
2005;15,97;1.309,18;288,31;40,32;283,51;57,99;341,49;Ubatuba;São José dos Campos
2006;20,81;1.386,83;239,31;37,16;252,45;48,09;300,53;Ubatuba;São José dos Campos
2007;10,17;1.389,06;183,8;38,5;217,61;78,12;295,73;Ubatuba;São José dos Campos
2008;5,68;1.016,00;174,78;30,55;205,25;15,39;220,65;Ubatuba;São José dos Campos
2009;13,9;877,38;235,68;45,89;221,96;83,23;305,19;Ubatuba;São José dos Campos
2010;12,25;884,4;159,87;61,91;330,21;45,4;375,61;Ubatuba;São José dos Campos
2011;13,98;925,54;159,14;63,92;309,6;48,49;358,09;Ubatuba;São José dos Campos
2012;13,21;810,06;160,56;56,82;250,9;36,8;287,7;Ubatuba;São José dos Campos
2013;9,67;736,06;174,03;60,59;249,39;36,5;285,89;Ubatuba;São José dos Campos
2014;13,92;737,75;168,94;43,66;173,73;19,61;193,34;Ubatuba;São José dos Campos
2015;17,4;810,14;208,75;57,78;219,32;20,64;239,96;Ubatuba;São José dos Campos
2016;16,48;836,44;243,61;76,93;264,91;38,53;303,44;Ubatuba;São José dos Campos
2017;8,4;843,19;230,45;52,81;184,07;15,91;199,97;Ubatuba;São José dos Campos
2018;11,18;785,69;185,98;34,13;92,06;32,12;124,18;Ubatuba;São José dos Campos
2019;11,57;749,14;193,21;38,18;113,82;17,97;131,79;Ubatuba;São José dos Campos
2020;8,53;621,68;192,25;50,05;140,68;26,62;167,3;Ubatuba;São José dos Campos
;;;;;;;;Águas de Lindóia;Campinas
;;;;;;;;Amparo;Campinas
1999;18,12;981,27;246,83;288,34;-;-;-;Atibaia;Campinas
2000;18,38;1.072,54;239,65;349,92;-;-;-;Atibaia;Campinas
2001;14,42;1.226,90;267,44;308,53;808,61;384,79;1.193,40;Atibaia;Campinas
